City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,Month,DayofWeek,Is_Weekend,Season,PM2.5_to_PM10_Ratio
Brajrajnagar,2018-06-21,47.81,95.03,3.67,12.19,15.83,7.47,2.54,12.39,16.86,2.33,2.97,110.0,Moderate,6,3,0,Monsoon,0.5031042775638822
Brajrajnagar,2018-06-22,35.95,53.61,3.62,10.89,14.5,7.48,2.56,12.32,16.06,1.62,2.97,109.0,Moderate,6,4,0,Monsoon,0.670583833788774
Brajrajnagar,2018-06-23,44.95,79.31,4.71,12.48,17.18,7.0,2.56,12.32,12.49,1.78,2.97,108.0,Moderate,6,5,1,Monsoon,0.5667633266074477
Brajrajnagar,2018-06-24,43.18,84.77,4.78,12.92,17.69,6.5,2.59,12.6,12.76,1.76,2.97,109.0,Moderate,6,6,1,Monsoon,0.5093783117921634
Brajrajnagar,2018-06-25,30.19,70.34,2.99,12.35,15.34,5.92,2.5,12.75,18.13,1.29,2.97,108.0,Moderate,6,0,0,Monsoon,0.42920101749785305
Brajrajnagar,2018-06-26,30.66,53.71,4.93,10.81,15.74,5.84,2.5,12.38,7.73,0.7,2.97,107.0,Moderate,6,1,0,Monsoon,0.5708434077295959
Brajrajnagar,2018-06-27,22.36,43.09,6.22,8.51,14.74,5.69,2.57,12.18,6.19,1.12,2.97,108.0,Moderate,6,2,0,Monsoon,0.5189138890945952
Brajrajnagar,2018-06-28,18.95,38.45,4.01,7.8,11.8,5.04,2.48,12.34,10.2,0.56,2.97,108.0,Moderate,6,3,0,Monsoon,0.4928478415384176
Brajrajnagar,2018-06-29,32.68,63.16,5.91,9.4,15.3,5.0,2.52,12.43,9.39,0.72,2.97,107.0,Moderate,6,4,0,Monsoon,0.5174160779383142
Brajrajnagar,2018-06-30,46.65,94.54,6.6,10.23,16.84,4.88,2.6,12.53,10.8,1.59,2.97,109.0,Moderate,6,5,1,Monsoon,0.493441924122679
Brajrajnagar,2018-07-01,45.42,76.09,5.22,11.47,16.7,5.0,2.68,12.93,11.71,2.96,2.97,111.0,Moderate,7,6,1,Monsoon,0.5969246865958118
Brajrajnagar,2018-07-02,30.04,53.49,3.47,9.57,13.04,4.76,2.46,12.34,11.21,0.67,2.97,106.0,Moderate,7,0,0,Monsoon,0.5616002886221669
Brajrajnagar,2018-07-03,38.52,55.35,5.09,11.42,16.5,5.24,2.71,12.88,9.38,3.53,2.97,111.0,Moderate,7,1,0,Monsoon,0.6959349467762431
Brajrajnagar,2018-07-04,36.48,62.09,5.99,10.39,16.28,4.94,2.43,12.62,8.97,1.2,2.97,108.0,Moderate,7,2,0,Monsoon,0.5875342150501817
Brajrajnagar,2018-07-05,31.92,63.99,4.54,11.38,15.92,4.76,2.14,12.69,9.16,1.01,2.97,103.0,Moderate,7,3,0,Monsoon,0.49882793407051207
Brajrajnagar,2018-07-06,37.85,78.56,4.67,10.43,15.1,4.64,2.17,12.43,9.26,1.08,2.97,103.0,Moderate,7,4,0,Monsoon,0.4817973462093006
Brajrajnagar,2018-07-07,49.42,93.84,5.61,10.53,16.13,4.76,2.27,12.59,10.13,1.34,2.97,104.0,Moderate,7,5,1,Monsoon,0.5266410856069791
Brajrajnagar,2018-07-08,31.45,53.03,4.7,9.56,14.25,4.56,2.19,12.7,8.26,0.68,2.97,103.0,Moderate,7,6,1,Monsoon,0.5930605205909765
Brajrajnagar,2018-07-09,29.41,49.46,4.55,9.23,13.78,4.38,2.14,12.59,7.95,0.6,2.97,102.0,Moderate,7,0,0,Monsoon,0.5946219046780853
Brajrajnagar,2018-07-10,27.87,50.74,5.23,9.72,14.95,4.48,2.22,12.64,7.22,0.98,2.97,104.0,Moderate,7,1,0,Monsoon,0.5492707814491372
Brajrajnagar,2018-07-11,29.38,49.42,6.44,9.99,16.42,4.37,2.3,12.73,6.93,1.19,2.97,104.0,Moderate,7,2,0,Monsoon,0.5944961433732063
Brajrajnagar,2018-07-12,30.48,44.06,4.76,9.6,14.36,4.88,2.28,12.93,7.72,1.15,2.97,105.0,Moderate,7,3,0,Monsoon,0.6917839153022262
Brajrajnagar,2018-07-13,29.94,43.49,3.96,9.26,13.22,6.46,2.27,12.87,8.68,1.64,2.97,105.0,Moderate,7,4,0,Monsoon,0.6884341069571371
Brajrajnagar,2018-07-14,25.35,37.98,3.73,7.72,11.45,7.8,2.08,12.27,8.23,0.5,2.97,102.0,Moderate,7,5,1,Monsoon,0.6674565385082535
Brajrajnagar,2018-07-15,13.0,23.51,3.75,5.59,9.34,7.3,2.0,11.95,7.14,0.36,2.97,101.0,Moderate,7,6,1,Monsoon,0.552956165335765
Brajrajnagar,2018-07-16,17.13,25.16,5.52,7.81,13.31,6.94,2.07,12.26,6.28,0.44,2.97,101.0,Moderate,7,0,0,Monsoon,0.6808425802526795
Brajrajnagar,2018-07-17,21.11,24.46,4.36,8.66,13.03,6.69,2.22,12.85,7.71,1.96,2.97,104.0,Moderate,7,1,0,Monsoon,0.8630416654520986
Brajrajnagar,2018-07-18,28.94,38.86,4.84,8.29,13.13,6.25,2.13,12.68,6.81,1.2,2.97,102.0,Moderate,7,2,0,Monsoon,0.7447246334347754
Brajrajnagar,2018-07-19,30.5,50.63,7.18,10.79,17.98,5.82,2.14,13.03,6.32,1.11,2.97,103.0,Moderate,7,3,0,Monsoon,0.6024096266559426
Brajrajnagar,2018-07-20,35.52,63.88,7.19,9.32,16.51,5.59,1.94,12.49,6.27,0.84,2.97,100.0,Satisfactory,7,4,0,Monsoon,0.5560425711327087
Brajrajnagar,2018-07-21,19.23,30.91,5.57,8.89,14.46,5.13,0.37,12.28,6.39,0.29,2.97,71.0,Satisfactory,7,5,1,Monsoon,0.6221287407916939
Brajrajnagar,2018-07-22,18.05,22.7,5.77,8.37,14.14,4.93,0.0,12.24,6.61,0.25,2.97,34.0,Good,7,6,1,Monsoon,0.7951541499932093
Brajrajnagar,2018-07-23,19.71,26.98,4.23,8.59,12.81,5.05,0.0,12.58,8.39,0.99,2.97,29.0,Good,7,0,0,Monsoon,0.7305411145092248
Brajrajnagar,2018-07-24,28.03,47.39,6.05,10.14,16.18,4.87,0.0,12.83,7.14,1.05,2.97,43.0,Good,7,1,0,Monsoon,0.5914749822436172
Brajrajnagar,2018-07-25,33.52,62.91,7.18,9.71,16.88,4.56,0.0,12.59,6.57,0.49,2.97,56.0,Satisfactory,7,2,0,Monsoon,0.5328246616940923
Brajrajnagar,2018-07-26,24.83,39.98,6.94,8.78,15.73,4.4,0.0,12.34,6.54,0.64,2.97,54.0,Satisfactory,7,3,0,Monsoon,0.6210605147308526
Brajrajnagar,2018-07-27,42.07,73.54,8.07,8.66,16.72,4.43,0.0,12.33,5.27,0.39,2.97,52.0,Satisfactory,7,4,0,Monsoon,0.5720696141954091
Brajrajnagar,2018-07-28,42.07,77.33,6.85,9.44,16.31,4.27,0.0,12.46,5.78,0.41,2.97,77.0,Satisfactory,7,5,1,Monsoon,0.5440320633126593
Brajrajnagar,2018-07-29,42.02,65.44,7.68,8.22,15.9,4.31,0.0,12.36,5.45,0.66,2.97,73.0,Satisfactory,7,6,1,Monsoon,0.6421149046131587
Brajrajnagar,2018-07-30,52.31,92.27,5.49,9.76,15.26,4.4,0.0,12.6,7.02,0.74,2.97,84.0,Satisfactory,7,0,0,Monsoon,0.5669231541462756
Brajrajnagar,2018-07-31,45.8,85.4,5.35,9.41,14.74,4.57,0.0,12.51,7.16,0.53,2.97,85.0,Satisfactory,7,1,0,Monsoon,0.5362997595281058
Brajrajnagar,2018-08-01,37.79,54.85,5.95,8.87,14.81,4.77,0.0,12.32,5.51,0.71,2.97,74.0,Satisfactory,8,2,0,Monsoon,0.6889699053970847
Brajrajnagar,2018-08-02,52.27,104.18,5.75,10.24,15.99,4.52,0.0,12.41,5.76,0.37,2.97,73.0,Satisfactory,8,3,0,Monsoon,0.5017277740283378
Brajrajnagar,2018-08-03,70.94,122.95,7.85,11.1,18.95,4.74,0.0,12.86,6.29,1.01,2.97,122.0,Moderate,8,4,0,Monsoon,0.5769825085239324
Brajrajnagar,2018-08-04,87.09,133.51,8.56,9.83,18.37,4.67,0.0,12.57,7.04,0.5,2.97,151.0,Moderate,8,5,1,Monsoon,0.652310683452096
Brajrajnagar,2018-08-05,52.13,134.21,5.68,9.64,15.31,4.59,0.0,12.66,6.7,0.25,2.97,164.0,Moderate,8,6,1,Monsoon,0.3884211281691295
Brajrajnagar,2018-08-06,51.65,98.18,11.12,7.82,18.93,4.78,0.0,12.58,4.2,0.39,2.97,109.0,Moderate,8,0,0,Monsoon,0.5260745515779736
Brajrajnagar,2018-08-07,28.62,46.5,8.08,6.61,14.68,4.58,0.0,12.3,4.72,0.22,2.97,81.0,Satisfactory,8,1,0,Monsoon,0.61548385773153
Brajrajnagar,2018-08-08,17.97,30.25,6.15,7.62,13.77,4.51,0.0,12.58,5.05,0.15,2.97,31.0,Good,8,2,0,Monsoon,0.5940495671388573
Brajrajnagar,2018-08-09,33.1,49.71,7.2,8.73,15.92,4.78,0.0,12.67,5.75,0.57,2.97,41.0,Good,8,3,0,Monsoon,0.6658619862027362
Brajrajnagar,2018-08-10,49.75,82.53,9.65,8.93,18.58,4.77,0.0,12.92,5.88,0.87,2.97,68.0,Satisfactory,8,4,0,Monsoon,0.60281109169016
Brajrajnagar,2018-08-11,58.33,86.3,8.79,9.73,18.51,4.63,0.0,13.08,5.7,1.08,2.97,96.0,Satisfactory,8,5,1,Monsoon,0.6758980222955038
Brajrajnagar,2018-08-12,50.37,66.92,4.49,8.53,13.01,4.36,0.0,12.96,7.14,0.38,2.97,89.0,Satisfactory,8,6,1,Monsoon,0.7526897675928008
Brajrajnagar,2018-08-13,29.61,59.97,4.75,7.5,12.25,4.25,0.0,12.52,6.13,0.23,2.97,71.0,Satisfactory,8,0,0,Monsoon,0.4937468652034873
Brajrajnagar,2018-08-14,29.5,40.83,7.11,6.45,13.56,4.23,0.0,12.29,4.97,0.52,2.97,54.0,Satisfactory,8,1,0,Monsoon,0.7225079421379392
Brajrajnagar,2018-08-15,12.71,24.15,4.34,5.31,9.64,4.07,0.0,12.01,5.62,0.17,2.97,39.0,Good,8,2,0,Monsoon,0.5262939740665021
Brajrajnagar,2018-08-16,13.45,26.39,5.57,7.31,12.89,3.92,0.0,12.23,4.43,0.1,2.97,22.0,Good,8,3,0,Monsoon,0.5096627317293394
Brajrajnagar,2018-08-17,25.56,40.18,6.88,8.27,15.15,3.95,0.0,12.83,4.82,0.26,2.97,29.0,Good,8,4,0,Monsoon,0.6361373659497918
Brajrajnagar,2018-08-18,29.74,42.93,8.33,7.62,15.93,3.95,0.0,12.86,5.33,0.69,2.97,54.0,Satisfactory,8,5,1,Monsoon,0.692755632593626
Brajrajnagar,2018-08-19,28.27,44.95,4.53,8.36,12.89,3.79,0.2,12.88,5.71,0.44,2.97,54.0,Satisfactory,8,6,1,Monsoon,0.6289210093677194
Brajrajnagar,2018-08-20,18.07,25.99,4.34,7.01,11.36,4.01,0.16,12.55,4.91,0.24,2.97,82.0,Satisfactory,8,0,0,Monsoon,0.6952673837911741
Brajrajnagar,2018-08-21,18.22,26.34,4.28,7.29,11.58,3.85,0.03,12.58,5.99,0.11,2.97,38.0,Good,8,1,0,Monsoon,0.6917235880135312
Brajrajnagar,2018-08-22,18.75,35.7,5.93,7.17,13.11,3.86,0.31,12.17,4.16,0.08,2.97,79.0,Satisfactory,8,2,0,Monsoon,0.5252100693218468
Brajrajnagar,2018-08-23,36.16,55.98,6.87,8.58,15.44,3.78,0.32,12.32,4.43,0.22,2.97,76.0,Satisfactory,8,3,0,Monsoon,0.6459449688112724
Brajrajnagar,2018-08-24,32.24,54.51,8.23,9.2,17.42,4.37,0.1,12.54,3.84,0.27,2.97,75.0,Satisfactory,8,4,0,Monsoon,0.5914510990377712
Brajrajnagar,2018-08-25,36.63,42.47,10.47,7.38,17.84,4.7,0.45,12.66,3.71,0.29,2.97,88.0,Satisfactory,8,5,1,Monsoon,0.8624911499295704
Brajrajnagar,2018-08-26,27.29,38.33,11.51,6.03,17.54,4.67,0.13,12.3,3.41,0.29,2.97,70.0,Satisfactory,8,6,1,Monsoon,0.7119749357689816
Brajrajnagar,2018-08-27,32.51,46.53,9.47,6.8,16.27,4.46,0.17,12.65,3.83,0.45,2.97,72.0,Satisfactory,8,0,0,Monsoon,0.6986890028220717
Brajrajnagar,2018-08-28,32.66,42.14,11.68,7.04,18.71,4.56,0.14,12.63,3.8,0.47,2.97,63.0,Satisfactory,8,1,0,Monsoon,0.7750355772416806
Brajrajnagar,2018-08-29,38.0,53.97,9.11,7.64,16.74,4.54,0.25,12.59,4.85,0.52,2.97,65.0,Satisfactory,8,2,0,Monsoon,0.7040948544729507
Brajrajnagar,2018-08-30,40.63,64.24,7.7,7.08,14.76,4.5,0.02,12.42,4.6,0.34,2.97,82.0,Satisfactory,8,3,0,Monsoon,0.6324719702292658
Brajrajnagar,2018-08-31,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,8,4,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-01,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,5,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-02,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,6,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-03,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,0,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-04,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,1,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-05,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,2,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-06,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,3,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-07,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,4,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-08,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,5,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-09,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,6,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-10,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,0,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-11,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,1,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-12,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,2,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-13,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,3,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-14,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,4,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-15,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,5,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-16,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,6,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-17,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,0,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-18,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,1,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-19,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,2,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-20,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,3,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-21,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,4,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-22,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,5,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-23,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,6,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-24,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,0,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-25,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,1,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-26,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,2,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-27,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,3,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-28,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,4,0,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-29,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,5,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-09-30,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,9,6,1,Monsoon,0.5076295933567141
Brajrajnagar,2018-10-01,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,0,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-02,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,1,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-03,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,2,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-04,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,3,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-05,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,4,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-06,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,5,1,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-07,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,6,1,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-08,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,0,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-09,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,1,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-10,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,2,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-11,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,3,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-12,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,4,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-13,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,5,1,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-14,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,6,1,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-15,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,0,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-16,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,10,1,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-10-17,48.57,164.39,8.11,19.25,27.35,5.17,0.0,13.61,15.37,0.34,2.97,118.0,Moderate,10,2,0,Post-Monsoon,0.2954559261788678
Brajrajnagar,2018-10-18,48.57,151.07,15.0,14.44,29.43,5.23,0.0,13.53,11.13,0.58,2.97,135.0,Moderate,10,3,0,Post-Monsoon,0.3215065842225023
Brajrajnagar,2018-10-19,48.57,150.92,17.35,13.22,30.57,5.32,0.0,13.3,8.04,0.96,2.97,133.0,Moderate,10,4,0,Post-Monsoon,0.32182613091819423
Brajrajnagar,2018-10-20,48.57,123.54,12.92,10.15,23.06,5.1,0.0,12.86,6.24,0.52,2.97,128.0,Moderate,10,5,1,Post-Monsoon,0.39315201235913866
Brajrajnagar,2018-10-21,48.57,120.15,13.59,10.66,24.24,4.86,0.0,12.79,5.71,0.41,2.97,112.0,Moderate,10,6,1,Post-Monsoon,0.4042446907678344
Brajrajnagar,2018-10-22,48.57,129.42,14.41,12.16,26.57,5.78,0.0,13.07,8.09,0.98,2.97,120.0,Moderate,10,0,0,Post-Monsoon,0.3752897513885818
Brajrajnagar,2018-10-23,48.57,100.23,12.17,10.61,20.07,7.09,0.9,13.05,7.18,0.12,2.97,112.0,Moderate,10,1,0,Post-Monsoon,0.4845854486223142
Brajrajnagar,2018-10-24,6.6,102.69,12.98,15.43,21.14,10.53,2.76,12.65,8.21,0.07,2.97,141.0,Moderate,10,2,0,Post-Monsoon,0.06427110659001746
Brajrajnagar,2018-10-25,9.59,115.07,14.71,19.83,26.35,16.29,0.34,13.42,8.96,0.38,2.97,107.0,Moderate,10,3,0,Post-Monsoon,0.08334057457773031
Brajrajnagar,2018-10-26,48.57,109.32,14.8,17.1,27.03,24.21,0.31,12.61,8.9,0.43,2.97,110.0,Moderate,10,4,0,Post-Monsoon,0.44429198276352017
Brajrajnagar,2018-10-27,48.57,111.84,16.46,20.64,26.71,19.82,0.29,12.67,9.39,0.61,2.97,103.0,Moderate,10,5,1,Post-Monsoon,0.43428111199677116
Brajrajnagar,2018-10-28,48.57,104.53,16.86,20.31,31.6,17.22,0.45,12.82,9.47,0.62,2.97,112.0,Moderate,10,6,1,Post-Monsoon,0.46465129183343257
Brajrajnagar,2018-10-29,48.57,106.58,18.56,21.39,27.74,15.95,0.49,12.95,12.37,0.76,2.97,100.0,Satisfactory,10,0,0,Post-Monsoon,0.455714013363539
Brajrajnagar,2018-10-30,73.58,92.89,17.25,27.27,27.01,18.64,0.48,12.36,7.85,0.41,2.97,99.0,Satisfactory,10,1,0,Post-Monsoon,0.7921197029592022
Brajrajnagar,2018-10-31,28.82,59.73,17.79,18.61,24.79,19.24,0.41,12.23,6.54,0.25,2.97,79.0,Satisfactory,10,2,0,Post-Monsoon,0.48250459597347073
Brajrajnagar,2018-11-01,50.79,89.2,25.31,18.96,34.02,16.21,0.45,12.63,7.49,0.24,2.97,59.0,Satisfactory,11,3,0,Post-Monsoon,0.5693946124507331
Brajrajnagar,2018-11-02,70.44,113.42,22.93,22.23,31.54,14.44,0.49,12.92,9.02,0.52,2.97,101.0,Moderate,11,4,0,Post-Monsoon,0.6210544822689607
Brajrajnagar,2018-11-03,69.02,111.27,24.29,19.93,39.44,13.21,0.55,13.67,7.43,0.64,2.97,165.0,Moderate,11,5,1,Post-Monsoon,0.6202929754624519
Brajrajnagar,2018-11-04,73.08,115.6,28.51,24.11,39.82,12.17,0.57,14.14,9.8,0.66,2.97,130.0,Moderate,11,6,1,Post-Monsoon,0.6321799253271633
Brajrajnagar,2018-11-05,70.58,110.05,24.47,25.09,33.03,11.46,0.57,13.59,11.38,0.7,2.97,141.0,Moderate,11,0,0,Post-Monsoon,0.6413448374253081
Brajrajnagar,2018-11-06,81.34,120.17,24.28,28.78,35.01,11.32,0.6,13.52,10.85,0.83,2.97,171.0,Moderate,11,1,0,Post-Monsoon,0.6768744222611766
Brajrajnagar,2018-11-07,122.91,159.59,15.41,17.2,26.43,11.08,0.51,12.92,11.98,0.59,2.97,187.0,Moderate,11,2,0,Post-Monsoon,0.7701610328331284
Brajrajnagar,2018-11-08,114.48,157.27,12.45,22.22,26.72,11.23,0.53,13.29,8.92,0.51,2.97,305.0,Very Poor,11,3,0,Post-Monsoon,0.7279201327149479
Brajrajnagar,2018-11-09,92.79,146.0,15.77,22.49,27.78,13.6,0.61,13.33,15.05,0.69,2.97,279.0,Poor,11,4,0,Post-Monsoon,0.6355479408524114
Brajrajnagar,2018-11-10,102.24,155.04,15.63,24.57,41.39,14.29,0.7,13.28,9.18,0.88,2.97,213.0,Poor,11,5,1,Post-Monsoon,0.6594427202048329
Brajrajnagar,2018-11-11,101.38,145.63,19.53,25.77,35.7,13.05,0.79,13.44,9.73,1.02,2.97,231.0,Poor,11,6,1,Post-Monsoon,0.6961477669700764
Brajrajnagar,2018-11-12,93.46,141.34,22.49,23.48,38.7,12.58,0.85,14.05,7.59,1.2,2.97,222.0,Poor,11,0,0,Post-Monsoon,0.6612423895483063
Brajrajnagar,2018-11-13,92.06,143.86,24.7,23.18,34.2,11.97,0.85,13.31,7.22,0.88,2.97,194.0,Moderate,11,1,0,Post-Monsoon,0.6399277030451292
Brajrajnagar,2018-11-14,99.58,164.79,20.09,25.17,32.23,11.46,0.96,13.51,9.18,1.13,2.97,220.0,Poor,11,2,0,Post-Monsoon,0.6042842368815812
Brajrajnagar,2018-11-15,86.54,142.06,21.13,16.03,28.04,11.27,1.09,13.43,3.81,1.44,2.97,237.0,Poor,11,3,0,Post-Monsoon,0.6091792157596846
Brajrajnagar,2018-11-16,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,11,4,0,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-11-17,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,11,5,1,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-11-18,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,11,6,1,Post-Monsoon,0.5076295933567141
Brajrajnagar,2018-11-19,48.57,95.68,9.89,21.69,23.52,15.85,0.89,9.16,30.84,1.07,2.97,118.0,Moderate,11,0,0,Post-Monsoon,0.5076295933567141
